日期,美元／新台幣,人民幣／新台幣,歐元／美元,美元／日幣,英鎊／美元,澳幣／美元,美元／港幣,美元／人民幣,美元／南非幣,紐幣／美元
2022/11/25,30.905,4.312051,1.0419,138.645,1.21035,0.67555,7.80865,7.1671,17.0816,0.625
2022/11/28,31.012,4.296961,1.0392,138.145,1.2072,0.6688,7.81325,7.2172,17.1489,0.62135
2022/11/29,30.952,4.314616,1.03555,138.255,1.20215,0.6717,7.81145,7.17375,17.0325,0.62235
2022/11/30,30.902,4.323684,1.0353,138.655,1.19735,0.67125,7.80375,7.14715,16.97945,0.6227
2022/12/01,30.633,4.333375,1.0425,136.445,1.2097,0.6812,7.7866,7.0691,17.31245,0.6327
2022/12/02,30.605,4.347716,1.0523,134.675,1.2261,0.6811,7.7797,7.03935,17.6057,0.6387
2022/12/05,30.455,4.380678,1.054,134.985,1.2279,0.68035,7.77035,6.9521,17.27155,0.6407
2022/12/06,30.638,4.383593,1.0506,136.755,1.2219,0.67285,7.7727,6.98925,17.29135,0.63265
2022/12/07,30.662,4.393282,1.0456,137.655,1.2137,0.6685,7.7936,6.9793,17.3895,0.63245
2022/12/08,30.685,4.400229,1.0522,136.855,1.2204,0.67235,7.78505,6.9735,17.1601,0.6362
2022/12/09,30.622,4.407639,1.0569,136.355,1.2254,0.67675,7.7899,6.9475,17.1175,0.63845
2022/12/12,30.714,4.401224,1.0525,136.845,1.22435,0.67695,7.77155,6.9785,17.31165,0.63865
2022/12/13,30.724,4.397987,1.0554,137.485,1.2276,0.6781,7.7736,6.9859,17.5681,0.6404
2022/12/14,30.582,4.400322,1.06295,135.515,1.2364,0.68555,7.77645,6.94995,17.2105,0.6442
2022/12/15,30.625,4.393953,1.064,135.975,1.237,0.6809,7.77415,6.9698,17.3729,0.642
2022/12/16,30.71,4.401142,1.064,137.115,1.2183,0.6696,7.7785,6.97775,17.5399,0.6357
2022/12/19,30.74,4.40412,1.0633,135.915,1.2203,0.6719,7.7832,6.97985,17.55285,0.63895
2022/12/20,30.72,4.406477,1.0614,132.305,1.21515,0.6672,7.78495,6.97155,17.282,0.63375
2022/12/21,30.709,4.403578,1.0632,131.755,1.2158,0.6681,7.79415,6.97365,17.29745,0.6303
2022/12/22,30.68,4.391412,1.0644,131.975,1.2131,0.67575,7.79325,6.98635,17.0953,0.6315
2022/12/23,30.712,4.390311,1.06155,132.645,1.20635,0.6695,7.80105,6.9954,17.1046,0.6278
2022/12/26,30.708,4.400241,1.0624,132.775,1.206,0.67275,7.80545,6.9787,17.0015,0.62905
2022/12/27,30.691,4.401427,1.0648,133.015,1.2081,0.6761,7.8024,6.97295,17.05915,0.63055
2022/12/28,30.715,4.404961,1.0644,133.995,1.20415,0.6764,7.78865,6.9728,17.19635,0.6306
2022/12/29,30.732,4.404203,1.06295,133.675,1.20385,0.6727,7.79265,6.9779,17.03325,0.6321
2022/12/30,30.708,4.409546,1.0661,131.965,1.2063,0.67875,7.79745,6.964,16.95665,0.6336
