,日期,美元／新台幣,人民幣／新台幣
1579,2014/05/22,30.13,-
1580,2014/05/23,30.117,-
1581,2014/05/26,30.098,-
1582,2014/05/27,30.113,-
1583,2014/05/28,30.115,-
1584,2014/05/29,30.05,-
1585,2014/05/30,29.987,-
1586,2014/06/03,30.007,-
1587,2014/06/04,30.034,-
1588,2014/06/05,30.043,-
1589,2014/06/06,30.025,-
1590,2014/06/09,30.005,-
1591,2014/06/10,30,-
1592,2014/06/11,29.986,-
1593,2014/06/12,29.998,-
1594,2014/06/13,30,-
1595,2014/06/16,30.003,-
1596,2014/06/17,30.004,-
1597,2014/06/18,30.008,-
1598,2014/06/19,29.985,-
1599,2014/06/20,29.991,-
1600,2014/06/23,29.99,-
1601,2014/06/24,29.977,-
1602,2014/06/25,29.985,-
1603,2014/06/26,29.938,-
1604,2014/06/27,29.903,-
1605,2014/06/30,29.864,-
1606,2014/07/01,29.884,-
1607,2014/07/02,29.862,-
1608,2014/07/03,29.867,-
1609,2014/07/04,29.872,-
1610,2014/07/07,29.897,-
1611,2014/07/08,29.901,-
1612,2014/07/09,29.9,-
1613,2014/07/10,29.888,-
1614,2014/07/11,29.93,-
1615,2014/07/14,29.938,-
1616,2014/07/15,29.984,-
1617,2014/07/16,30.004,-
1618,2014/07/17,29.991,-
1619,2014/07/18,29.984,-
1620,2014/07/21,29.975,-
1621,2014/07/22,29.98,-
1622,2014/07/24,29.987,-
1623,2014/07/25,29.982,-
1624,2014/07/28,29.971,-
1625,2014/07/29,29.948,-
1626,2014/07/30,29.949,-
1627,2014/07/31,29.977,-
1628,2014/08/01,30.021,-
1629,2014/08/04,29.985,-
1630,2014/08/05,29.993,-
1631,2014/08/06,29.999,-
1632,2014/08/07,29.999,-
1633,2014/08/08,30.017,-
1634,2014/08/11,29.997,-
1635,2014/08/12,30.003,-
1636,2014/08/13,30.004,-
1637,2014/08/14,29.996,-
1638,2014/08/15,29.977,-
1639,2014/08/18,29.965,-
1640,2014/08/19,29.982,-
1641,2014/08/20,29.987,-
1642,2014/08/21,29.997,-
1643,2014/08/22,29.971,-
1644,2014/08/25,29.979,-
1645,2014/08/26,29.971,-
1646,2014/08/27,29.948,-
1647,2014/08/28,29.888,-
1648,2014/08/29,29.905,-
1649,2014/09/01,29.874,-
1650,2014/09/02,29.912,-
1651,2014/09/03,29.928,-
1652,2014/09/04,29.898,-
1653,2014/09/05,29.935,-
1654,2014/09/09,29.939,-
1655,2014/09/10,29.966,-
1656,2014/09/11,29.984,-
1657,2014/09/12,30.008,-
1658,2014/09/15,30.036,-
1659,2014/09/16,30.12,-
1660,2014/09/17,30.122,-
1661,2014/09/18,30.242,-
1662,2014/09/19,30.243,-
1663,2014/09/22,30.192,-
1664,2014/09/23,30.237,-
1665,2014/09/24,30.249,-
1666,2014/09/25,30.277,-
1667,2014/09/26,30.3,-
1668,2014/09/29,30.48,-
1669,2014/09/30,30.453,-
1670,2014/10/01,30.48,-
1671,2014/10/02,30.414,-
1672,2014/10/03,30.4,-
1673,2014/10/06,30.469,-
1674,2014/10/07,30.445,-
1675,2014/10/08,30.424,-
1676,2014/10/09,30.371,-
1677,2014/10/13,30.397,-
1678,2014/10/14,30.415,-
1679,2014/10/15,30.401,-
1680,2014/10/16,30.368,-
1681,2014/10/17,30.415,-
1682,2014/10/20,30.396,-
1683,2014/10/21,30.38,-
1684,2014/10/22,30.384,-
1685,2014/10/23,30.395,-
1686,2014/10/24,30.403,-
1687,2014/10/27,30.384,-
1688,2014/10/28,30.393,-
1689,2014/10/29,30.368,-
1690,2014/10/30,30.383,-
1691,2014/10/31,30.376,-
1692,2014/11/03,30.485,-
1693,2014/11/04,30.497,-
1694,2014/11/05,30.492,-
1695,2014/11/06,30.612,-
1696,2014/11/07,30.605,-
1697,2014/11/10,30.561,-
1698,2014/11/11,30.545,-
1699,2014/11/12,30.634,-
1700,2014/11/13,30.623,-
1701,2014/11/14,30.645,-
1702,2014/11/17,30.674,-
1703,2014/11/18,30.711,-
1704,2014/11/19,30.786,-
1705,2014/11/20,30.909,-
1706,2014/11/21,30.922,-
1707,2014/11/24,30.916,-
1708,2014/11/25,30.912,-
1709,2014/11/26,30.874,-
1710,2014/11/27,30.87,-
1711,2014/11/28,30.954,-
1712,2014/12/01,31.039,-
1713,2014/12/02,31.046,-
1714,2014/12/03,31.12,-
1715,2014/12/04,31.141,-
1716,2014/12/05,31.112,-
1717,2014/12/08,31.193,-
1718,2014/12/09,31.227,-
1719,2014/12/10,31.211,-
1720,2014/12/11,31.201,-
1721,2014/12/12,31.31,-
1722,2014/12/15,31.329,-
1723,2014/12/16,31.305,-
1724,2014/12/17,31.312,-
1725,2014/12/18,31.404,-
1726,2014/12/19,31.48,-
1727,2014/12/22,31.545,-
1728,2014/12/23,31.669,-
1729,2014/12/24,31.828,-
1730,2014/12/25,31.735,-
1731,2014/12/26,31.721,-
1732,2014/12/27,31.709,-
1733,2014/12/29,31.743,-
1734,2014/12/30,31.735,-
1735,2014/12/31,31.6,-
1736,2015/01/05,32.007,-
1737,2015/01/06,31.998,-
1738,2015/01/07,31.972,-
1739,2015/01/08,31.99,-
1740,2015/01/09,31.957,-
1741,2015/01/12,31.845,-
1742,2015/01/13,31.811,-
1743,2015/01/14,31.774,-
1744,2015/01/15,31.747,-
1745,2015/01/16,31.615,-
1746,2015/01/19,31.512,-
1747,2015/01/20,31.595,-
1748,2015/01/21,31.554,-
1749,2015/01/22,31.46,-
1750,2015/01/23,31.32,-
1751,2015/01/26,31.312,-
1752,2015/01/27,31.274,-
1753,2015/01/28,31.218,-
1754,2015/01/29,31.414,-
1755,2015/01/30,31.508,-
1756,2015/02/02,31.655,-
1757,2015/02/03,31.562,-
1758,2015/02/04,31.419,-
1759,2015/02/05,31.4,-
1760,2015/02/06,31.4,-
1761,2015/02/09,31.514,-
1762,2015/02/10,31.473,-
1763,2015/02/11,31.51,-
1764,2015/02/12,31.568,-
1765,2015/02/13,31.46,-
1766,2015/02/24,31.581,-
1767,2015/02/25,31.475,-
1768,2015/02/26,31.435,-
1769,2015/03/02,31.4,-
1770,2015/03/03,31.397,-
1771,2015/03/04,31.4,-
1772,2015/03/05,31.463,-
1773,2015/03/06,31.446,-
1774,2015/03/09,31.528,-
1775,2015/03/10,31.549,-
1776,2015/03/11,31.652,-
1777,2015/03/12,31.7,-
1778,2015/03/13,31.596,-
1779,2015/03/16,31.643,-
1780,2015/03/17,31.632,-
1781,2015/03/18,31.544,-
1782,2015/03/19,31.435,-
1783,2015/03/20,31.454,-
1784,2015/03/23,31.445,-
1785,2015/03/24,31.372,-
1786,2015/03/25,31.309,-
1787,2015/03/26,31.304,-
1788,2015/03/27,31.274,-
1789,2015/03/30,31.285,-
1790,2015/03/31,31.29,-
1791,2015/04/01,31.279,-
1792,2015/04/02,31.236,-
1793,2015/04/07,30.99,-
1794,2015/04/08,31.095,-
1795,2015/04/09,31.107,-
1796,2015/04/10,31.157,-
1797,2015/04/13,31.29,-
1798,2015/04/14,31.256,-
1799,2015/04/15,31.265,-
1800,2015/04/16,31.189,-
1801,2015/04/17,31.1,-
1802,2015/04/20,31.023,-
1803,2015/04/21,31.09,-
1804,2015/04/22,31.058,-
1805,2015/04/23,31.087,-
1806,2015/04/24,30.934,-
1807,2015/04/27,30.57,-
1808,2015/04/28,30.545,-
1809,2015/04/29,30.504,-
1810,2015/04/30,30.8,-
1811,2015/05/04,30.729,-
1812,2015/05/05,30.699,-
1813,2015/05/06,30.653,-
1814,2015/05/07,30.699,-
1815,2015/05/08,30.731,-
1816,2015/05/11,30.732,-
1817,2015/05/12,30.733,-
1818,2015/05/13,30.678,-
1819,2015/05/14,30.572,-
1820,2015/05/15,30.49,-
1821,2015/05/18,30.435,-
1822,2015/05/19,30.444,-
1823,2015/05/20,30.483,-
1824,2015/05/21,30.475,-
1825,2015/05/22,30.415,-
1826,2015/05/25,30.5,-
1827,2015/05/26,30.548,-
1828,2015/05/27,30.686,-
1829,2015/05/28,30.735,-
1830,2015/05/29,30.65,-
1831,2015/06/01,30.744,-
1832,2015/06/02,30.902,-
1833,2015/06/03,30.81,-
1834,2015/06/04,30.871,-
1835,2015/06/05,30.865,-
1836,2015/06/08,31.032,-
1837,2015/06/09,31.12,-
1838,2015/06/10,31.074,-
1839,2015/06/11,30.911,-
1840,2015/06/12,30.887,-
1841,2015/06/15,30.981,-
1842,2015/06/16,30.921,-
1843,2015/06/17,30.916,-
1844,2015/06/18,31.06,-
1845,2015/06/22,30.741,-
1846,2015/06/23,30.85,-
1847,2015/06/24,30.93,-
1848,2015/06/25,30.913,-
1849,2015/06/26,30.9,-
1850,2015/06/29,30.965,-
1851,2015/06/30,30.865,-
1852,2015/07/01,30.863,-
1853,2015/07/02,30.908,-
1854,2015/07/03,30.894,-
1855,2015/07/06,30.942,-
1856,2015/07/07,30.967,-
1857,2015/07/08,31.029,-
1858,2015/07/09,31.047,-
1859,2015/07/13,30.977,-
1860,2015/07/14,31.021,-
1861,2015/07/15,31.012,-
1862,2015/07/16,31.083,-
1863,2015/07/17,31.12,-
1864,2015/07/20,31.342,5.043868
1865,2015/07/21,31.407,5.056401
1866,2015/07/22,31.352,5.047484
1867,2015/07/23,31.452,5.061036
1868,2015/07/24,31.53,5.067312
1869,2015/07/27,31.56,5.072197
1870,2015/07/28,31.575,5.078618
1871,2015/07/29,31.523,5.070916
1872,2015/07/30,31.601,5.081125
1873,2015/07/31,31.682,5.091519
1874,2015/08/03,31.705,5.098735
1875,2015/08/04,31.726,5.103508
1876,2015/08/05,31.75,5.105813
1877,2015/08/06,31.755,5.10614
1878,2015/08/07,31.77,5.110141
1879,2015/08/10,31.76,5.109644
1880,2015/08/11,32.08,5.046954
1881,2015/08/12,32.465,4.951497
1882,2015/08/13,32.366,5.025469
1883,2015/08/14,32.368,5.027754
1884,2015/08/17,32.621,5.066074
1885,2015/08/18,32.653,5.067974
1886,2015/08/19,32.668,5.073765
1887,2015/08/20,32.678,5.069567
1888,2015/08/21,32.876,5.101731
1889,2015/08/24,32.96,5.097132
1890,2015/08/25,32.879,5.088288
1891,2015/08/26,32.765,5.049775
1892,2015/08/27,32.77,5.059426
1893,2015/08/28,32.772,5.074875
1894,2015/08/31,32.81,5.091718
1895,2015/09/01,32.68,5.094485
1896,2015/09/02,32.762,5.077258
1897,2015/09/03,32.801,5.082351
1898,2015/09/04,32.833,5.08882
1899,2015/09/07,32.935,5.087963
1900,2015/09/08,33.003,5.106125
1901,2015/09/09,32.775,5.065606
1902,2015/09/10,32.856,5.114825
1903,2015/09/11,32.71,5.101386
1904,2015/09/14,32.72,5.108279
1905,2015/09/15,32.786,5.12278
1906,2015/09/16,32.762,5.116671
1907,2015/09/17,32.662,5.098114
1908,2015/09/18,32.663,5.109734
1909,2015/09/21,32.939,5.143952
1910,2015/09/22,32.971,5.147202
1911,2015/09/23,33.25,5.171672
1912,2015/09/24,33.26,5.173926
1913,2015/09/25,33.292,5.199112
1914,2015/09/30,33.128,5.218157
1915,2015/10/01,33.08,5.19882
1916,2015/10/02,33.156,5.200419
1917,2015/10/05,33.002,5.189003
1918,2015/10/06,32.937,5.181978
1919,2015/10/07,32.872,5.186939
1920,2015/10/08,32.85,5.171083
1921,2015/10/12,32.56,5.151578
1922,2015/10/13,32.739,5.165821
1923,2015/10/14,32.742,5.156472
1924,2015/10/15,32.457,5.11399
1925,2015/10/16,32.505,5.110241
1926,2015/10/19,32.418,5.088329
1927,2015/10/20,32.51,5.103517
1928,2015/10/21,32.558,5.113787
1929,2015/10/22,32.658,5.116333
1930,2015/10/23,32.513,5.088187
1931,2015/10/26,32.708,5.117886
1932,2015/10/27,32.676,5.114121
1933,2015/10/28,32.686,5.107743
1934,2015/10/29,32.856,5.159673
1935,2015/10/30,32.802,5.188292
1936,2015/11/02,32.721,5.156502
1937,2015/11/03,32.625,5.141211
1938,2015/11/04,32.595,5.133908
1939,2015/11/05,32.718,5.137708
1940,2015/11/06,32.73,5.138054
1941,2015/11/09,32.832,5.139226
1942,2015/11/10,32.85,5.142142
1943,2015/11/11,32.852,5.140812
1944,2015/11/12,32.9,5.145626
1945,2015/11/13,32.908,5.131213
1946,2015/11/16,33.022,5.16398
1947,2015/11/17,32.975,5.151453
1948,2015/11/18,33.007,5.146088
1949,2015/11/19,32.86,5.126456
1950,2015/11/20,32.73,5.106076
1951,2015/11/23,32.778,5.096684
1952,2015/11/24,32.746,5.09554
1953,2015/11/25,32.647,5.085782
1954,2015/11/26,32.701,5.084253
1955,2015/11/27,32.815,5.086095
1956,2015/11/30,32.83,5.10362
1957,2015/12/01,32.832,5.095132
1958,2015/12/02,32.903,5.109869
1959,2015/12/03,32.935,5.109207
1960,2015/12/04,32.822,5.100637
1961,2015/12/07,32.936,5.09431
1962,2015/12/08,33.037,5.094768
1963,2015/12/09,33.047,5.089866
1964,2015/12/10,33.015,5.06668
1965,2015/12/11,32.965,5.048458
1966,2015/12/14,33.066,5.049873
1967,2015/12/15,33.026,5.04885
1968,2015/12/16,32.95,5.04883
1969,2015/12/17,33.035,5.044544
1970,2015/12/18,33.117,5.047461
1971,2015/12/21,33.085,5.050127
1972,2015/12/22,33.09,5.061711
1973,2015/12/23,33.1,5.061023
1974,2015/12/24,33.002,5.046732
1975,2015/12/25,33.005,5.046398
1976,2015/12/28,33.02,5.041461
1977,2015/12/29,33.035,5.023335
1978,2015/12/30,33.05,5.002712
1979,2015/12/31,33.066,5.031719
1980,2016/01/04,33.236,5.023356
1981,2016/01/05,33.27,5.00963
1982,2016/01/06,33.453,4.990585
1983,2016/01/07,33.53,5.012467
1984,2016/01/08,33.501,5.01108
1985,2016/01/11,33.651,5.066696
1986,2016/01/12,33.667,5.113344
1987,2016/01/13,33.625,5.114228
1988,2016/01/14,33.742,5.108876
1989,2016/01/15,33.802,5.10657
1990,2016/01/18,33.818,5.127756
1991,2016/01/19,33.82,5.124305
1992,2016/01/20,33.826,5.124064
1993,2016/01/21,33.838,5.117591
1994,2016/01/22,33.705,5.101926
1995,2016/01/25,33.622,5.086067
1996,2016/01/26,33.725,5.101412
1997,2016/01/27,33.71,5.099244
1998,2016/01/28,33.743,5.103528
1999,2016/01/29,33.6,5.075515
2000,2016/01/30,33.65,5.103864
2001,2016/02/01,33.67,5.096662
2002,2016/02/02,33.68,5.088307
2003,2016/02/03,33.808,5.089423
2004,2016/02/15,33.421,5.144394
2005,2016/02/16,33.453,5.134534
2006,2016/02/17,33.505,5.132128
2007,2016/02/18,33.525,5.140221
2008,2016/02/19,33.561,5.143693
2009,2016/02/22,33.567,5.143606
2010,2016/02/23,33.485,5.124444
2011,2016/02/24,33.49,5.123669
2012,2016/02/25,33.496,5.122275
2013,2016/02/26,33.492,5.122501
2014,2016/03/01,33.436,5.108018
2015,2016/03/02,33.37,5.091795
2016,2016/03/03,33.179,5.069054
2017,2016/03/04,33.101,5.079713
2018,2016/03/07,33.01,5.06621
2019,2016/03/08,33.062,5.080042
2020,2016/03/09,33.225,5.097047
2021,2016/03/10,33.08,5.074704
2022,2016/03/11,32.95,5.072587
2023,2016/03/14,32.87,5.062867
2024,2016/03/15,32.918,5.061472
2025,2016/03/16,32.95,5.052685
2026,2016/03/17,32.706,5.038948
2027,2016/03/18,32.52,5.026616
2028,2016/03/21,32.545,5.020392
2029,2016/03/22,32.525,5.010021
2030,2016/03/23,32.625,5.017725
2031,2016/03/24,32.726,5.018859
2032,2016/03/25,32.766,5.02139
2033,2016/03/28,32.72,5.01807
2034,2016/03/29,32.695,5.017146
2035,2016/03/30,32.425,5.003372
2036,2016/03/31,32.282,4.987149
2037,2016/04/01,32.378,5.002887
2038,2016/04/06,32.442,5.000026
2039,2016/04/07,32.402,4.998268
2040,2016/04/08,32.45,5.001973
2041,2016/04/11,32.45,5.007846
2042,2016/04/12,32.382,5.003667
2043,2016/04/13,32.35,4.994322
2044,2016/04/14,32.436,4.992192
2045,2016/04/15,32.348,4.984891
2046,2016/04/18,32.402,4.992533
2047,2016/04/19,32.265,4.979651
2048,2016/04/20,32.248,4.980123
2049,2016/04/21,32.296,4.982175
2050,2016/04/22,32.33,4.979014
2051,2016/04/25,32.361,4.971847
2052,2016/04/26,32.363,4.973513
2053,2016/04/27,32.345,4.971912
2054,2016/04/28,32.279,4.973968
2055,2016/04/29,32.281,4.97405
2056,2016/05/03,32.205,4.96965
2057,2016/05/04,32.356,4.969687
2058,2016/05/05,32.377,4.970323
2059,2016/05/06,32.412,4.973881
2060,2016/05/09,32.417,4.972282
2061,2016/05/10,32.533,4.972116
2062,2016/05/11,32.528,4.97558
2063,2016/05/12,32.542,4.97603
2064,2016/05/13,32.626,4.986166
2065,2016/05/16,32.705,4.996147
2066,2016/05/17,32.63,4.988964
2067,2016/05/18,32.705,4.990718
2068,2016/05/19,32.802,5.000566
2069,2016/05/20,32.752,4.993403
2070,2016/05/23,32.656,4.977885
2071,2016/05/24,32.72,4.984565
2072,2016/05/25,32.652,4.973226
2073,2016/05/26,32.576,4.962628
2074,2016/05/27,32.528,4.953071
2075,2016/05/30,32.68,4.960268
2076,2016/05/31,32.63,4.951244
2077,2016/06/01,32.622,4.946572
2078,2016/06/02,32.612,4.952719
2079,2016/06/03,32.605,4.947678
2080,2016/06/04,32.506,4.929892
2081,2016/06/06,32.402,4.933658
2082,2016/06/07,32.339,4.918439
2083,2016/06/08,32.225,4.9011
2084,2016/06/13,32.435,4.918151
2085,2016/06/14,32.423,4.913868
2086,2016/06/15,32.441,4.910951
2087,2016/06/16,32.391,4.91067
2088,2016/06/17,32.385,4.907137
2089,2016/06/20,32.256,4.894816
2090,2016/06/21,32.258,4.896442
2091,2016/06/22,32.221,4.888087
2092,2016/06/23,32.19,4.883094
2093,2016/06/24,32.502,4.896491
2094,2016/06/27,32.533,4.881837
2095,2016/06/28,32.435,4.855325
2096,2016/06/29,32.343,4.850286
2097,2016/06/30,32.286,4.848615
2098,2016/07/01,32.218,4.830445
2099,2016/07/04,32.208,4.823728
2100,2016/07/05,32.282,4.83013
2101,2016/07/06,32.407,4.836972
2102,2016/07/07,32.306,4.825709
2103,2016/07/11,32.215,4.808314
2104,2016/07/12,32.22,4.810059
2105,2016/07/13,32.183,4.805759
2106,2016/07/14,32.073,4.789686
2107,2016/07/15,31.99,4.782665
2108,2016/07/18,32.024,4.773049
2109,2016/07/19,31.991,4.771746
2110,2016/07/20,32.051,4.794317
2111,2016/07/21,32.06,4.802107
2112,2016/07/22,32.07,4.804888
2113,2016/07/25,32.14,4.805734
2114,2016/07/26,32.106,4.805883
2115,2016/07/27,32.068,4.803947
2116,2016/07/28,31.955,4.795199
2117,2016/07/29,31.926,4.793306
2118,2016/08/01,31.64,4.764731
2119,2016/08/02,31.68,4.766224
2120,2016/08/03,31.75,4.783741
2121,2016/08/04,31.71,4.772894
2122,2016/08/05,31.57,4.745255
2123,2016/08/08,31.512,4.724689
2124,2016/08/09,31.455,4.715922
2125,2016/08/10,31.225,4.695022
2126,2016/08/11,31.326,4.713185
2127,2016/08/12,31.403,4.720939
2128,2016/08/15,31.37,4.717797
2129,2016/08/16,31.28,4.715178
2130,2016/08/17,31.452,4.738684
2131,2016/08/18,31.41,4.732639
2132,2016/08/19,31.618,4.751964
2133,2016/08/22,31.82,4.77405
2134,2016/08/23,31.706,4.764048
2135,2016/08/24,31.772,4.767039
2136,2016/08/25,31.67,4.749423
2137,2016/08/26,31.672,4.741647
2138,2016/08/29,31.801,4.753295
2139,2016/08/30,31.72,4.740776
2140,2016/08/31,31.726,4.742783
2141,2016/09/01,31.736,4.743358
2142,2016/09/02,31.703,4.738394
2143,2016/09/05,31.506,4.710935
2144,2016/09/06,31.412,4.695152
2145,2016/09/07,31.24,4.682782
2146,2016/09/08,31.286,4.690647
2147,2016/09/09,31.51,4.709863
2148,2016/09/10,31.552,4.714942
2149,2016/09/12,31.716,4.740781
2150,2016/09/13,31.706,4.740142
2151,2016/09/14,31.689,4.74679
2152,2016/09/19,31.45,4.715928
2153,2016/09/20,31.367,4.698557
2154,2016/09/21,31.43,4.70394
2155,2016/09/22,31.4,4.702056
2156,2016/09/23,31.33,4.691605
2157,2016/09/26,31.432,4.705308
2158,2016/09/29,31.356,4.69346
2159,2016/09/30,31.366,4.696808
2160,2016/10/03,31.33,4.692325
2161,2016/10/04,31.347,4.689668
2162,2016/10/05,31.371,4.687831
2163,2016/10/06,31.403,4.689347
2164,2016/10/07,31.48,4.690866
2165,2016/10/11,31.613,4.70452
2166,2016/10/12,31.629,4.706237
2167,2016/10/13,31.76,4.713978
2168,2016/10/14,31.672,4.701962
2169,2016/10/17,31.77,4.707011
2170,2016/10/18,31.669,4.696133
2171,2016/10/19,31.518,4.673394
2172,2016/10/20,31.53,4.672588
2173,2016/10/21,31.63,4.673617
2174,2016/10/24,31.683,4.676031
2175,2016/10/25,31.616,4.660483
2176,2016/10/26,31.558,4.655626
2177,2016/10/27,31.637,4.663231
2178,2016/10/28,31.639,4.659381
2179,2016/10/31,31.58,4.657355
2180,2016/11/01,31.568,4.653944
2181,2016/11/02,31.564,4.661908
2182,2016/11/03,31.468,4.646785
2183,2016/11/04,31.473,4.649852
2184,2016/11/07,31.519,4.645144
2185,2016/11/08,31.507,4.640792
2186,2016/11/09,31.459,4.630073
2187,2016/11/10,31.589,4.637107
2188,2016/11/11,31.801,4.655762
2189,2016/11/14,31.949,4.665129
2190,2016/11/15,31.87,4.643427
2191,2016/11/16,31.848,4.629744
2192,2016/11/17,31.868,4.631504
2193,2016/11/18,32.01,4.631815
2194,2016/11/21,32,4.62992
2195,2016/11/22,31.945,4.622889
2196,2016/11/23,31.88,4.606405
2197,2016/11/24,31.927,4.595062
2198,2016/11/25,31.942,4.602395
2199,2016/11/28,31.802,4.592368
2200,2016/11/29,31.818,4.601965
2201,2016/11/30,31.89,4.621881
2202,2016/12/01,31.892,4.619588
2203,2016/12/02,31.923,4.642211
2204,2016/12/05,31.995,4.653353
2205,2016/12/06,31.952,4.647291
2206,2016/12/07,31.902,4.620718
2207,2016/12/08,31.752,4.605977
2208,2016/12/09,31.86,4.601604
2209,2016/12/12,31.864,4.592813
2210,2016/12/13,31.822,4.593028
2211,2016/12/14,31.803,4.597982
2212,2016/12/15,31.923,4.604382
2213,2016/12/16,31.967,4.606924
2214,2016/12/19,31.97,4.602082
2215,2016/12/20,32.005,4.605648
2216,2016/12/21,32.02,4.613346
2217,2016/12/22,32.03,4.613601
2218,2016/12/23,32.17,4.628427
2219,2016/12/26,32.25,4.638614
2220,2016/12/27,32.281,4.640232
2221,2016/12/28,32.309,4.641963
2222,2016/12/29,32.312,4.632701
2223,2016/12/30,32.279,4.626678
2224,2017/01/03,32.245,4.627222
2225,2017/01/04,32.26,4.659699
2226,2017/01/05,31.962,4.690424
2227,2017/01/06,31.993,4.67133
2228,2017/01/09,32.106,4.668245
2229,2017/01/10,31.948,4.638211
2230,2017/01/11,31.935,4.627605
2231,2017/01/12,31.78,4.629615
2232,2017/01/13,31.602,4.616073
2233,2017/01/16,31.702,4.620757
2234,2017/01/17,31.603,4.632589
2235,2017/01/18,31.586,4.637172
2236,2017/01/19,31.623,4.62148
2237,2017/01/20,31.533,4.608201
2238,2017/01/23,31.431,4.605742
2239,2017/01/24,31.382,4.604712
2240,2017/02/02,31.101,4.561148
2241,2017/02/03,31.05,4.552054
2242,2017/02/06,30.943,4.543825
2243,2017/02/07,31.048,4.544123
2244,2017/02/08,31.128,4.542789
2245,2017/02/09,31.046,4.530946
2246,2017/02/10,31.051,4.522889
2247,2017/02/13,31.03,4.513965
2248,2017/02/14,30.868,4.498394
2249,2017/02/15,30.765,4.486398
2250,2017/02/16,30.792,4.498588
2251,2017/02/17,30.776,4.489911
2252,2017/02/18,30.796,4.494707
2253,2017/02/20,30.804,4.493195
2254,2017/02/21,30.793,4.484385
2255,2017/02/22,30.779,4.483177
2256,2017/02/23,30.745,4.479885
2257,2017/02/24,30.65,4.472356
2258,2017/03/01,30.76,4.477518
2259,2017/03/02,30.795,4.478578
2260,2017/03/03,31.02,4.492813
2261,2017/03/06,30.982,4.495612
2262,2017/03/07,30.85,4.475749
2263,2017/03/08,30.865,4.46561
2264,2017/03/09,31.02,4.493123
2265,2017/03/10,31.036,4.493361
2266,2017/03/13,30.916,4.483902
2267,2017/03/14,30.966,4.48301
2268,2017/03/15,30.84,4.473774
2269,2017/03/16,30.657,4.461728
2270,2017/03/17,30.566,4.443196
2271,2017/03/20,30.527,4.428491
2272,2017/03/21,30.458,4.421618
2273,2017/03/22,30.503,4.442365
2274,2017/03/23,30.488,4.435059
2275,2017/03/24,30.488,4.432041
2276,2017/03/27,30.25,4.414231
2277,2017/03/28,30.17,4.392752
2278,2017/03/29,30.285,4.406528
2279,2017/03/30,30.315,4.405255
2280,2017/03/31,30.336,4.408367
2281,2017/04/05,30.381,4.413964
2282,2017/04/06,30.56,4.435601
2283,2017/04/07,30.601,4.440083
2284,2017/04/10,30.652,4.437306
2285,2017/04/11,30.65,4.436833
2286,2017/04/12,30.556,4.430253
2287,2017/04/13,30.325,4.40786
2288,2017/04/14,30.4,4.415904
2289,2017/04/17,30.35,4.41031
2290,2017/04/18,30.406,4.415742
2291,2017/04/19,30.418,4.419127
2292,2017/04/20,30.408,4.41962
2293,2017/04/21,30.363,4.411683
2294,2017/04/24,30.272,4.39616
2295,2017/04/25,30.152,4.378854
2296,2017/04/26,30.151,4.373101
2297,2017/04/27,30.156,4.370479
2298,2017/04/28,30.218,4.380311
2299,2017/05/02,30.062,4.360704
2300,2017/05/03,30.072,4.364319
2301,2017/05/04,30.14,4.371506
2302,2017/05/05,30.182,4.372376
2303,2017/05/08,30.166,4.368731
2304,2017/05/09,30.258,4.378212
2305,2017/05/10,30.266,4.381064
2306,2017/05/11,30.215,4.374528
2307,2017/05/12,30.201,4.374645
2308,2017/05/15,30.158,4.372699
2309,2017/05/16,30.115,4.373421
2310,2017/05/17,30.14,4.380276
2311,2017/05/18,30.225,4.391118
2312,2017/05/19,30.21,4.386583
2313,2017/05/22,30.052,4.367577
2314,2017/05/23,30.166,4.384357
2315,2017/05/24,30.183,4.38719
2316,2017/05/25,30.084,4.384713
2317,2017/05/26,30.122,4.405132
2318,2017/05/31,30.102,4.438961
2319,2017/06/01,30.117,4.454244
2320,2017/06/02,30.117,4.436114
2321,2017/06/03,30.127,4.44551
2322,2017/06/05,30.09,4.436229
2323,2017/06/06,30.093,4.444014
2324,2017/06/07,30.095,4.443256
2325,2017/06/08,30.105,4.442294
2326,2017/06/09,30.108,4.433373
2327,2017/06/12,30.176,4.440761
2328,2017/06/13,30.227,4.450714
2329,2017/06/14,30.23,4.45173
2330,2017/06/15,30.247,4.455171
2331,2017/06/16,30.381,4.455677
2332,2017/06/19,30.361,4.450589
2333,2017/06/20,30.401,4.447271
2334,2017/06/21,30.471,4.460833
2335,2017/06/22,30.442,4.456526
2336,2017/06/23,30.4,4.446699
2337,2017/06/26,30.335,4.4307
2338,2017/06/27,30.341,4.450205
2339,2017/06/28,30.438,4.473716
2340,2017/06/29,30.37,4.475354
2341,2017/06/30,30.436,4.489858
2342,2017/07/03,30.428,4.480645
2343,2017/07/04,30.528,4.489356
2344,2017/07/05,30.509,4.487355
2345,2017/07/06,30.601,4.497429
2346,2017/07/07,30.61,4.500282
2347,2017/07/10,30.585,4.495353
2348,2017/07/11,30.593,4.4961
2349,2017/07/12,30.49,4.490415
2350,2017/07/13,30.385,4.480511
2351,2017/07/14,30.417,4.483861
2352,2017/07/17,30.419,4.493647
2353,2017/07/18,30.37,4.496096
2354,2017/07/19,30.397,4.499273
2355,2017/07/20,30.457,4.500814
2356,2017/07/21,30.451,4.503551
2357,2017/07/24,30.359,4.498111
2358,2017/07/25,30.36,4.498806
2359,2017/07/26,30.402,4.50129
