日期,美元／新台幣,人民幣／新台幣,歐元／美元,美元／日幣,英鎊／美元,澳幣／美元,美元／港幣,美元／人民幣,美元／南非幣,紐幣／美元
2019/01/07,30.812,4.49849,1.1434,108.125,1.27375,0.7136,7.83725,6.8494,13.91715,0.67545
2019/01/08,30.836,4.491294,1.1436,108.925,1.27535,0.71235,7.83845,6.86575,13.9727,0.6735
2019/01/09,30.801,4.50631,1.14645,108.845,1.2734,0.71555,7.83945,6.8351,13.94305,0.67555
2019/01/10,30.782,4.530895,1.155,107.855,1.2773,0.71785,7.83845,6.7938,13.8698,0.67835
2019/01/11,30.802,4.565934,1.1525,108.285,1.2746,0.72155,7.84165,6.74605,13.83515,0.68295
2019/01/14,30.851,4.559438,1.14755,108.115,1.28325,0.71905,7.84245,6.7664,13.92215,0.6805
2019/01/15,30.82,4.559942,1.14565,108.675,1.28745,0.7219,7.84255,6.75885,13.79,0.6838
2019/01/16,30.831,4.556883,1.14015,108.63,1.2872,0.72025,7.8447,6.7658,13.7253,0.6819
2019/01/17,30.852,4.551194,1.13885,108.76,1.2849,0.71585,7.84455,6.7789,13.7364,0.67385
2019/01/18,30.842,4.549164,1.1397,109.405,1.295,0.71885,7.84425,6.7797,13.76305,0.67655
2019/01/21,30.851,4.537966,1.13845,109.585,1.2862,0.71675,7.84565,6.7984,13.89225,0.6735
2019/01/22,30.896,4.533061,1.13595,109.375,1.28715,0.71285,7.84615,6.8157,13.90385,0.672
2019/01/23,30.892,4.544121,1.13555,109.555,1.29535,0.7132,7.84525,6.79825,13.929,0.6782
2019/01/24,30.885,4.539601,1.13565,109.685,1.3031,0.7096,7.84635,6.80345,13.8254,0.6772
2019/01/25,30.825,4.549277,1.1316,109.75,1.3088,0.7098,7.84655,6.7758,13.70625,0.67735
2019/01/28,30.79,4.561785,1.1396,109.435,1.31645,0.71815,7.84625,6.74955,13.6505,0.68475
2019/01/29,30.811,4.564157,1.14405,109.225,1.3142,0.7165,7.84595,6.75065,13.7183,0.68555
2019/01/30,30.776,4.572021,1.1431,109.315,1.30665,0.71935,7.8443,6.7314,13.61745,0.68395
2019/02/11,30.809,4.538443,1.1315,109.96,1.2914,0.70925,7.84715,6.78845,13.6284,0.67595
2019/02/12,30.831,4.542485,1.12815,110.565,1.287,0.70825,7.84845,6.78725,13.75515,0.6731
2019/02/13,30.831,4.55303,1.13145,110.755,1.2896,0.71165,7.8483,6.77155,13.75725,0.68215
2019/02/14,30.833,4.548577,1.12675,111.085,1.28475,0.71155,7.8475,6.7786,14.1196,0.6829
2019/02/15,30.85,4.542416,1.12765,110.315,1.28105,0.70865,7.84745,6.79155,14.1921,0.6824
2019/02/18,30.843,4.552735,1.12975,110.605,1.2901,0.7146,7.84785,6.7746,14.08905,0.68645
2019/02/19,30.846,4.553055,1.13015,110.67,1.29175,0.71155,7.84885,6.7748,14.188,0.6825
2019/02/20,30.824,4.585224,1.13525,110.885,1.30405,0.7165,7.8491,6.72245,14.1129,0.68695
2019/02/21,30.83,4.59367,1.136,110.715,1.30615,0.7122,7.84805,6.7114,13.9268,0.683
2019/02/22,30.822,4.585266,1.1346,110.745,1.3034,0.71125,7.8486,6.72195,13.9831,0.6793
2019/02/25,30.793,4.599242,1.13445,110.655,1.3081,0.71525,7.84875,6.69525,13.895,0.6871
2019/02/26,30.783,4.598395,1.13535,110.825,1.31545,0.71535,7.84945,6.6943,13.8617,0.6879
2019/02/27,30.775,4.603294,1.13875,110.365,1.3279,0.7178,7.84955,6.68545,13.8452,0.6889
2019/03/04,30.83,4.602549,1.1345,111.865,1.324,0.7083,7.84905,6.69845,14.23755,0.6808
2019/03/05,30.847,4.598671,1.13185,111.94,1.317,0.7076,7.84965,6.7078,14.1895,0.6793
2019/03/06,30.852,4.592814,1.13035,111.815,1.31375,0.7036,7.84985,6.71745,14.1777,0.6781
2019/03/07,30.869,4.596394,1.13075,111.775,1.31685,0.704,7.84985,6.7159,14.268,0.678
2019/03/08,30.902,4.588422,1.12015,111.065,1.30885,0.70065,7.84985,6.7348,14.5661,0.67585
2019/03/11,30.91,4.59032,1.12455,111.25,1.3008,0.7046,7.84975,6.73375,14.36,0.6811
2019/03/12,30.905,4.598849,1.1268,111.345,1.3233,0.70705,7.84995,6.72015,14.2737,0.68415
2019/03/13,30.91,4.600923,1.1286,111.375,1.3141,0.70595,7.84985,6.7182,14.35135,0.6838
2019/03/14,30.901,4.598223,1.13325,111.625,1.332,0.70685,7.84985,6.7202,14.4243,0.6841
2019/03/15,30.888,4.598204,1.13265,111.685,1.3226,0.709,7.84955,6.7174,14.45865,0.6853
2019/03/18,30.832,4.589436,1.1348,111.515,1.32865,0.71175,7.84975,6.71805,14.4171,0.687
2019/03/19,30.838,4.590483,1.13535,111.285,1.327,0.7099,7.84995,6.7178,14.4193,0.6859
2019/03/20,30.833,4.599328,1.1349,111.575,1.3236,0.70865,7.84995,6.7038,14.4918,0.684
2019/03/21,30.816,4.608625,1.14075,110.345,1.3178,0.7148,7.84805,6.6866,14.1645,0.69255
2019/03/22,30.806,4.59225,1.13715,110.775,1.31305,0.71055,7.84725,6.70825,14.245,0.6889
2019/03/25,30.83,4.588244,1.1299,110.085,1.31865,0.70855,7.84815,6.71935,14.48675,0.68795
2019/03/26,30.835,4.589759,1.1308,110.145,1.3191,0.7128,7.84905,6.7182,14.37,0.6903
2019/03/27,30.856,4.585418,1.1272,110.605,1.3202,0.70995,7.84915,6.72915,14.4562,0.6801
2019/03/28,30.856,4.579555,1.12355,110.135,1.31295,0.70905,7.85005,6.73775,14.662,0.68125
2019/03/29,30.825,4.581797,1.1234,110.765,1.3023,0.709,7.84985,6.7277,14.6021,0.6798
2019/04/01,30.801,4.585098,1.12415,111.015,1.3071,0.71305,7.8496,6.71765,14.3073,0.6832
2019/04/02,30.843,4.586015,1.1204,111.37,1.3071,0.7074,7.84985,6.72545,14.2289,0.67745
2019/04/03,30.817,4.592257,1.124,111.51,1.31815,0.7118,7.84955,6.71065,14.1246,0.6788
2019/04/08,30.845,4.587515,1.1228,111.47,1.3055,0.70995,7.84955,6.7237,14.1538,0.67345
2019/04/09,30.841,4.591608,1.1272,111.265,1.3069,0.7147,7.84275,6.7168,14.0471,0.6753
2019/04/10,30.845,4.587577,1.1263,111.175,1.30705,0.71475,7.83955,6.7236,14.0441,0.67505
2019/04/11,30.866,4.590638,1.1281,111.135,1.3084,0.7156,7.8435,6.7237,13.9116,0.6755
2019/04/12,30.88,4.593987,1.12925,111.935,1.3064,0.7139,7.84305,6.72185,13.9916,0.6734
2019/04/15,30.866,4.601472,1.13165,111.945,1.31,0.7168,7.8409,6.70785,13.91765,0.6765
2019/04/16,30.874,4.602974,1.13125,111.895,1.30845,0.715,7.8402,6.7074,14.0364,0.6757
2019/04/17,30.848,4.613812,1.1319,112.035,1.3052,0.72015,7.8453,6.686,13.9633,0.674
2019/04/18,30.841,4.600675,1.12495,111.855,1.3012,0.7163,7.84515,6.7036,14.0831,0.6706
2019/04/19,30.842,4.599282,1.12465,111.92,1.29995,0.71555,7.8446,6.70585,14.0664,0.66915
2019/04/22,30.856,4.595045,1.12445,111.915,1.29955,0.71375,7.84525,6.71505,14.1069,0.6679
2019/04/23,30.858,4.591794,1.12545,111.885,1.29955,0.7115,7.8448,6.72025,14.2164,0.66615
2019/04/24,30.875,4.59173,1.1214,111.805,1.2926,0.7043,7.84255,6.72405,14.35335,0.66275
2019/04/25,30.905,4.581357,1.11505,111.855,1.28945,0.70095,7.8433,6.7458,14.4941,0.65895
2019/04/26,30.907,4.583539,1.1133,111.685,1.29025,0.70295,7.84465,6.74305,14.4085,0.66475
