,low,high,open,close,up_and_down,volume,USA_rate,CHINA_rate,date
0,9.51,9.85,9.8,9.55,0.0,741796.0,30.006,4.837570735324939,2013-04-09
1,9.45,9.64,9.55,9.47,1.0,858887.0,29.991999999999997,4.842300706357215,2013-04-10
2,9.52,9.8,9.56,9.73,0.0,2160615.0,29.930999999999997,4.829683894599261,2013-04-11
3,9.69,9.95,9.83,9.73,0.0,2729266.0,29.935,4.8357914802190525,2013-04-12
4,9.45,9.79,9.64,9.48,1.0,796260.0,29.93,4.837210805743885,2013-04-15
5,9.35,9.5,9.45,9.5,1.0,368599.0,29.909000000000002,4.836435374589674,2013-04-16
6,9.46,9.63,9.5,9.52,0.0,713638.0,29.854,4.835791400409813,2013-04-17
7,9.41,9.55,9.46,9.45,1.0,443365.0,29.878,4.834471376330863,2013-04-18
8,9.46,9.58,9.58,9.5,1.0,636944.0,29.818,4.825504713355181,2013-04-19
9,9.5,9.7,9.5,9.57,1.0,1146378.0,29.801,4.821700158560657,2013-04-22
10,9.6,9.72,9.6,9.62,1.0,624907.0,29.820999999999998,4.827669942205889,2013-04-23
11,9.61,9.7,9.61,9.64,0.0,665461.0,29.789,4.822255317771231,2013-04-24
12,9.54,9.63,9.61,9.58,1.0,770766.0,29.701,4.814244497033747,2013-04-25
13,9.51,9.85,9.6,9.83,0.0,2526498.0,29.609,4.803770462546847,2013-04-26
14,9.8,10.05,9.85,9.83,0.0,5587337.0,29.56,4.794809407948094,2013-04-29
15,9.7,9.85,9.83,9.78,1.0,1276868.0,29.478,4.781508515815085,2013-04-30
16,9.72,10.35,9.72,10.3,0.0,6330633.0,29.525,4.797653577725238,2013-05-02
17,10.05,10.35,10.3,10.05,0.0,2159546.0,29.531999999999996,4.797115103472921,2013-05-03
18,10.0,10.15,10.1,10.0,1.0,1120395.0,29.503,4.791314797973236,2013-05-06
19,10.0,10.25,10.0,10.05,0.0,1541293.0,29.535,4.796316896319333,2013-05-07
20,9.96,10.1,10.05,9.96,1.0,1097754.0,29.443,4.7928180168154775,2013-05-08
21,9.9,10.3,10.0,10.05,0.0,3262221.0,29.399,4.7932240419339855,2013-05-09
22,10.0,10.1,10.0,10.05,0.0,1072141.0,29.6,4.820454360394105,2013-05-10
23,9.97,10.15,10.1,10.0,0.0,2002641.0,29.864,4.858304864161379,2013-05-13
24,9.97,10.1,10.05,9.98,0.0,839613.0,29.82,4.854463762453604,2013-05-14
25,9.96,10.1,10.05,9.98,1.0,947677.0,29.862,4.85876993166287,2013-05-15
26,9.98,10.2,10.05,10.1,0.0,2708451.0,29.92,4.866306681413051,2013-05-16
27,9.98,10.15,10.1,9.99,0.0,1321339.0,29.973000000000003,4.88155633911776,2013-05-17
28,9.95,10.1,10.0,9.95,1.0,1013295.0,29.964000000000002,4.88013029315961,2013-05-20
29,9.95,10.5,9.95,10.4,1.0,4889474.0,29.816,4.862004582181672,2013-05-21
30,10.3,10.5,10.5,10.5,0.0,3655758.0,29.791999999999998,4.857615705073332,2013-05-22
31,10.3,10.75,10.5,10.3,0.0,6340833.0,29.951999999999998,4.882867902381767,2013-05-23
