,low,high,open,close,up_and_down,volume,USA_rate,CHINA_rate,date
0,349.0,353.5,351.0,349.5,1.0,7963908.0,30.006,4.837570735324939,2013-04-09
1,349.0,353.5,353.0,352.5,0.0,7627614.0,29.991999999999997,4.842300706357215,2013-04-10
2,349.5,354.5,354.0,351.0,0.0,5157799.0,29.930999999999997,4.829683894599261,2013-04-11
3,345.5,351.0,351.0,345.5,0.0,4339706.0,29.935,4.8357914802190525,2013-04-12
4,337.0,349.0,345.0,337.5,1.0,6110010.0,29.93,4.837210805743885,2013-04-15
5,335.5,342.0,336.0,340.5,1.0,4908841.0,29.909000000000002,4.836435374589674,2013-04-16
6,338.5,348.0,341.0,347.0,0.0,4701807.0,29.854,4.835791400409813,2013-04-17
7,343.5,350.0,346.0,346.0,1.0,3740845.0,29.878,4.834471376330863,2013-04-18
8,349.0,358.0,349.0,358.0,1.0,16260277.0,29.818,4.825504713355181,2013-04-19
9,361.0,367.0,361.0,363.0,1.0,14606930.0,29.801,4.821700158560657,2013-04-22
10,358.0,365.0,365.0,365.0,0.0,7105382.0,29.820999999999998,4.827669942205889,2013-04-23
11,363.0,368.0,368.0,365.0,0.0,6698628.0,29.789,4.822255317771231,2013-04-24
12,360.5,364.0,364.0,362.0,0.0,4839160.0,29.701,4.814244497033747,2013-04-25
13,355.0,362.0,361.0,355.0,1.0,6550074.0,29.609,4.803770462546847,2013-04-26
14,355.5,361.5,357.0,361.5,0.0,4393230.0,29.56,4.794809407948094,2013-04-29
15,360.0,365.5,363.0,360.0,1.0,5468774.0,29.478,4.781508515815085,2013-04-30
16,354.0,366.0,362.0,366.0,1.0,7772148.0,29.525,4.797653577725238,2013-05-02
17,363.5,368.0,367.5,366.5,1.0,5951839.0,29.531999999999996,4.797115103472921,2013-05-03
18,369.0,373.5,369.0,372.5,0.0,7969214.0,29.503,4.791314797973236,2013-05-06
19,368.5,380.0,375.5,371.0,1.0,16184016.0,29.535,4.796316896319333,2013-05-07
20,373.5,379.5,373.5,376.0,0.0,12405469.0,29.443,4.7928180168154775,2013-05-08
21,374.0,380.0,380.0,375.0,0.0,6407307.0,29.399,4.7932240419339855,2013-05-09
22,367.5,375.0,375.0,369.0,0.0,7354717.0,29.6,4.820454360394105,2013-05-10
23,366.5,370.0,366.5,369.0,0.0,4305082.0,29.864,4.858304864161379,2013-05-13
24,367.0,372.0,370.5,367.0,1.0,2896603.0,29.82,4.854463762453604,2013-05-14
25,366.0,370.5,367.0,367.5,1.0,4414714.0,29.862,4.85876993166287,2013-05-15
26,370.0,378.0,370.0,374.0,1.0,7973585.0,29.92,4.866306681413051,2013-05-16
27,377.0,382.0,377.0,379.0,0.0,9466982.0,29.973000000000003,4.88155633911776,2013-05-17
28,378.5,383.5,380.0,378.5,0.0,4811488.0,29.964000000000002,4.88013029315961,2013-05-20
29,376.0,382.5,380.0,377.5,1.0,4797849.0,29.816,4.862004582181672,2013-05-21
30,380.0,385.0,382.5,382.0,0.0,7879771.0,29.791999999999998,4.857615705073332,2013-05-22
31,370.0,379.0,377.0,370.0,0.0,10698605.0,29.951999999999998,4.882867902381767,2013-05-23
32,359.0,372.0,370.0,363.0,0.0,9881413.0,29.949,4.886282059648894,2013-05-24
33,358.0,362.5,362.5,360.0,1.0,5149656.0,29.866999999999997,4.875528493772343,2013-05-27
34,360.0,365.0,360.0,363.0,1.0,4479434.0,29.904,4.884757999967331,2013-05-28
35,362.5,365.5,365.5,364.0,0.0,4213972.0,29.954,4.887576281695657,2013-05-29
36,359.0,364.5,364.0,361.5,1.0,4850047.0,29.97,4.89002741156507,2013-05-30
37,363.0,372.0,366.0,372.0,0.0,9909940.0,29.953000000000003,4.880842777646513,2013-05-31
38,365.0,369.5,368.0,368.0,1.0,4485004.0,29.948,4.883569238797208,2013-06-03
39,369.0,373.0,370.5,369.0,0.0,4983659.0,29.903000000000002,4.878498421580703,2013-06-04
40,364.5,373.0,371.0,364.5,1.0,4866218.0,29.872,4.875230525680153,2013-06-05
41,363.5,368.5,364.5,366.5,1.0,4818819.0,29.791999999999998,4.858566338054583,2013-06-06
42,366.5,372.5,372.0,370.0,1.0,7109557.0,29.67,4.834018980896909,2013-06-07
43,372.0,377.0,375.0,376.0,0.0,6242903.0,29.819000000000003,4.861661367897612,2013-06-10
44,366.0,373.5,373.5,366.5,0.0,8429647.0,29.921999999999997,4.878454389826363,2013-06-11
45,360.0,364.5,362.5,361.0,0.0,5995001.0,29.941,4.87662263628516,2013-06-13
46,351.0,364.5,364.0,352.0,1.0,6838985.0,29.88,4.870614124454949,2013-06-14
47,350.0,356.5,353.0,354.0,1.0,6047533.0,29.88,4.8776506309277,2013-06-17
48,351.0,356.5,354.0,355.5,0.0,4709518.0,29.91,4.879202623121972,2013-06-18
49,351.5,358.0,357.5,351.5,0.0,5597092.0,29.91,4.879401616679037,2013-06-19
50,341.5,348.0,346.0,342.5,0.0,8113920.0,29.962,4.888562571381955,2013-06-20
51,320.5,336.5,333.0,330.0,0.0,16411948.0,30.066999999999997,4.902254903559258,2013-06-21
52,308.5,325.0,325.0,309.0,1.0,13302613.0,30.114,4.906598017091789,2013-06-24
53,302.0,320.0,309.0,314.0,1.0,15433235.0,30.165,4.906513553298254,2013-06-25
54,321.0,331.0,323.0,328.0,0.0,14040927.0,30.093000000000004,4.894881950600617,2013-06-26
55,324.0,332.0,330.0,328.0,1.0,12056134.0,30.021,4.881622166574523,2013-06-27
56,329.0,348.5,329.0,348.5,0.0,13824145.0,30.116999999999997,4.901057770545159,2013-06-28
57,339.5,346.5,342.0,345.0,0.0,8137034.0,29.987,4.892082809925445,2013-07-01
58,338.5,348.0,348.0,341.5,0.0,6110307.0,30.002,4.892853648194657,2013-07-02
59,335.5,349.0,348.5,335.5,0.0,8268357.0,30.061999999999998,4.902119055190013,2013-07-03
60,330.0,339.5,335.5,330.0,1.0,6300101.0,30.038,4.903122602549663,2013-07-04
61,334.0,347.0,336.0,345.5,1.0,9720904.0,30.045,4.901225102363747,2013-07-05
62,343.5,350.0,349.0,349.0,1.0,9490496.0,30.14,4.909514423938362,2013-07-08
63,350.0,354.5,352.0,353.5,0.0,5188960.0,30.101999999999997,4.9098026423095735,2013-07-09
64,349.0,355.0,355.0,351.5,0.0,5664841.0,30.061999999999998,4.900321124097347,2013-07-10
65,350.0,356.0,354.5,350.0,1.0,7136187.0,29.869,4.870130928894034,2013-07-11
66,349.5,360.0,351.0,360.0,0.0,11396000.0,29.891,4.8675275611066775,2013-07-12
67,356.5,361.0,360.0,358.0,0.0,7310100.0,29.883000000000003,4.8702695655008315,2013-07-15
68,349.5,355.0,352.0,349.5,0.0,7305936.0,29.838,4.862578936646975,2013-07-16
69,340.0,347.0,344.0,340.0,0.0,7659232.0,29.799,4.859628666248094,2013-07-17
70,328.0,337.5,337.0,331.0,0.0,7754372.0,29.935,4.875883636837476,2013-07-18
71,315.0,328.5,323.0,322.5,1.0,11151439.0,29.93,4.875307455490218,2013-07-19
72,324.5,333.0,329.0,330.5,1.0,5432958.0,29.91,4.873955057278342,2013-07-22
73,334.0,348.5,334.0,343.5,1.0,8809496.0,29.886,4.867981691723812,2013-07-23
74,344.0,348.0,348.0,346.5,1.0,5555201.0,29.905,4.872902069415024,2013-07-24
75,343.5,356.0,346.5,355.0,1.0,8454672.0,29.965999999999998,4.8826428775102855,2013-07-25
76,354.5,363.5,358.0,358.0,1.0,7593819.0,29.901999999999997,4.875591064731779,2013-07-26
77,358.5,364.0,361.5,361.0,0.0,6296638.0,29.934,4.882162021104823,2013-07-29
78,352.0,361.0,361.0,355.5,1.0,5965418.0,29.949,4.882816639629579,2013-07-30
79,354.0,361.0,357.0,360.0,1.0,6559595.0,29.976999999999997,4.889813228937281,2013-07-31
80,355.5,366.0,363.5,362.0,1.0,6854138.0,29.979,4.893651752338355,2013-08-01
81,360.0,366.0,366.0,363.0,0.0,6303828.0,29.994,4.8923069394945236,2013-08-02
82,357.0,365.0,365.0,358.5,0.0,5003212.0,29.945,4.887383711441162,2013-08-05
83,348.0,355.0,355.0,351.0,0.0,5556996.0,29.948,4.89114635221872,2013-08-06
84,349.0,357.5,352.0,350.0,1.0,6005273.0,29.945999999999998,4.891938250428816,2013-08-07
85,353.0,358.0,357.0,354.0,0.0,5024929.0,29.929000000000002,4.893757920124269,2013-08-08
86,348.5,353.5,353.5,351.0,1.0,3989080.0,29.93,4.893521357040671,2013-08-09
87,351.0,355.0,355.0,352.5,1.0,2941324.0,29.945999999999998,4.893936917797025,2013-08-12
88,356.0,366.0,358.0,366.0,0.0,10245843.0,29.951,4.890637884441106,2013-08-13
89,361.0,366.0,366.0,363.0,0.0,5141831.0,29.965999999999998,4.8971253942573245,2013-08-14
90,358.0,366.0,360.0,360.0,0.0,5633115.0,29.959,4.898943650456225,2013-08-15
91,359.0,364.0,360.0,360.0,1.0,3874985.0,29.938000000000002,4.899315130141638,2013-08-16
92,364.0,379.0,365.0,375.0,0.0,11115099.0,29.96,4.896544961265649,2013-08-19
93,368.5,382.0,375.0,370.0,0.0,9022064.0,29.98,4.896692527562271,2013-08-20
94,367.0,372.5,372.5,368.0,0.0,6409491.0,29.995,4.898262459990855,2013-08-22
95,367.0,374.0,373.0,367.0,1.0,4187540.0,29.979,4.897089091443693,2013-08-23
96,367.5,376.5,375.0,367.5,0.0,5747236.0,29.954,4.893964643989152,2013-08-26
97,367.5,375.5,370.5,367.5,0.0,7258340.0,29.982,4.897179164693007,2013-08-27
98,366.0,373.0,366.0,366.0,0.0,7460841.0,29.984,4.898145879277955,2013-08-28
99,359.0,368.5,368.0,363.5,1.0,10344792.0,29.945,4.892454232802072,2013-08-29
100,360.0,367.0,365.0,367.0,0.0,6779067.0,29.925,4.889426258302222,2013-08-30
101,358.0,366.0,366.0,358.0,1.0,6021673.0,29.8,4.872067358783618,2013-09-02
102,360.5,364.5,362.0,363.5,1.0,6198418.0,29.774,4.864635242218773,2013-09-03
103,362.0,366.0,362.5,365.0,1.0,4055047.0,29.811,4.8715560349053835,2013-09-04
104,370.0,372.0,372.0,370.0,1.0,3859657.0,29.663,4.845747331106192,2013-09-18
105,368.5,373.5,372.0,371.0,0.0,4633049.0,29.575,4.833464077923775,2013-09-23
106,368.5,374.0,374.0,369.5,1.0,4480241.0,29.573,4.832623846914347,2013-09-24
107,365.5,371.5,367.0,371.5,1.0,3787508.0,29.590999999999998,4.83418283996602,2013-09-25
108,367.0,372.0,367.0,372.0,0.0,6821554.0,29.569000000000003,4.832720438015854,2013-09-26
109,370.5,373.5,372.0,370.5,0.0,7478306.0,29.576,4.832205992876516,2013-09-27
110,361.0,369.0,368.5,365.5,0.0,6644042.0,29.57,4.832804890007519,2013-09-30
111,365.0,368.5,365.5,365.5,1.0,4869086.0,29.545,4.826431430205015,2013-10-01
112,368.0,371.5,369.0,368.0,1.0,5643635.0,29.498,4.818753573470555,2013-10-02
113,369.5,378.0,370.5,376.0,1.0,13867697.0,29.413,4.804868087886955,2013-10-03
114,376.5,379.5,377.0,379.5,0.0,9201700.0,29.36,4.796210079228947,2013-10-04
115,373.0,382.0,380.0,373.0,1.0,6525277.0,29.38,4.79947725230744,2013-10-07
116,374.0,381.0,374.5,378.5,1.0,7733045.0,29.401999999999997,4.805426166544087,2013-10-08
117,376.5,382.0,381.0,382.0,1.0,8450230.0,29.441999999999997,4.811413256634854,2013-10-09
118,383.5,387.5,386.5,384.5,0.0,8524086.0,29.401999999999997,4.805858171446317,2013-10-11
119,380.0,387.0,387.0,384.5,1.0,6062202.0,29.395,4.806285205078524,2013-10-14
120,385.5,394.0,388.0,394.0,0.0,11044214.0,29.364,4.810497776103143,2013-10-15
121,388.5,397.5,395.0,389.5,1.0,8601439.0,29.418000000000003,4.823888232979143,2013-10-16
122,390.0,396.0,394.0,394.0,1.0,6226259.0,29.393,4.820697855590636,2013-10-17
123,393.0,396.5,396.5,395.0,0.0,3542514.0,29.389,4.8234830704590586,2013-10-18
124,389.5,397.0,397.0,391.5,0.0,4880915.0,29.408,4.824819733722714,2013-10-21
125,385.0,391.5,388.0,391.5,1.0,6000460.0,29.406999999999996,4.825566130620282,2013-10-22
126,391.5,397.0,393.0,396.0,0.0,6235720.0,29.399,4.8296425285845705,2013-10-23
127,391.5,395.0,395.0,394.0,0.0,4775450.0,29.39,4.832530378019304,2013-10-24
128,388.0,394.0,391.0,388.5,1.0,3203284.0,29.405,4.834480094042599,2013-10-25
129,387.5,393.5,388.5,391.0,1.0,2991238.0,29.408,4.833662064431295,2013-10-28
130,390.0,396.0,391.5,395.0,0.0,4249150.0,29.415,4.831596323946091,2013-10-29
131,392.5,398.5,397.0,395.0,1.0,4108433.0,29.425,4.8303032790249105,2013-10-30
132,394.0,402.0,396.5,402.0,1.0,8137190.0,29.4,4.824457043461137,2013-10-31
